"","checking_status","duration","credit_history","purpose","credit_amount","savings_status","employment","installment_commitment","gender","other_parties","residence_since","property_magnitude","age","other_payment_plans","housing","existing_credits","job","num_dependents","own_telephone","foreign_worker","class"
"4956","no checking",15,"taking credits","consumer goods",2186,"no known savings","4<=X<7",1,"female","none",4,"real estate",33,"bank","rent",1,"unskilled resident","1","no","yes","good"
"4957","no checking",12,"critical","business",1185,"<100","1<=X<4",3,"female","none",2,"real estate",27,"stores","own",2,"skilled","1","no","yes","good"
"4958","no checking",24,"taking credits","consumer goods",4020,"<100","1<=X<4",2,"male","none",2,"car",27,"stores","own",1,"skilled","1","no","yes","good"
"4959","<0",18,"taking credits","consumer goods",2659,"<100","1<=X<4",4,"male","none",2,"car",28,"stores","own",1,"skilled","1","no","yes","good"
"4960","no checking",9,"critical","car purchase",2134,"<100","1<=X<4",4,"male","none",4,"car",48,"stores","own",3,"skilled","1","yes","yes","good"
"4961","no checking",12,"critical","consumer goods",1240,"no known savings",">=7",2,"male","none",2,"life insurance",38,"stores","own",2,"skilled","1","yes","yes","good"
"4962","0<=X<200",12,"taking credits","consumer goods",1155,"<100",">=7",3,"male","guarantor",3,"real estate",40,"bank","own",2,"unskilled resident","1","no","yes","good"
"4963","<0",39,"critical","consumer goods",14179,"no known savings","4<=X<7",4,"male","none",4,"life insurance",30,"stores","own",2,"high qualified","1","yes","yes","good"
"4964","<0",48,"taking credits","education",7476,"<100","4<=X<7",4,"male","none",1,"unknown",50,"stores","for free",1,"high qualified","1","yes","yes","good"
"4965","<0",24,"paid fully","car purchase",3632,"<100","1<=X<4",1,"male","guarantor",4,"car",22,"bank","rent",1,"skilled","1","no","no","good"
"4966","no checking",36,"taking credits","business",7409,"no known savings",">=7",3,"male","none",2,"life insurance",41,"stores","own",2,"skilled","1","no","yes","good"
"4967","no checking",15,"critical","car purchase",5045,"no known savings",">=7",1,"female","none",4,"car",59,"stores","own",1,"skilled","1","yes","yes","good"
"4968","<0",24,"taking credits","consumer goods",1747,"<100","0<X<1",4,"male","co applicant",1,"life insurance",24,"stores","own",1,"unskilled resident","1","no","no","good"
"4969","no checking",18,"taking credits","consumer goods",1473,"<100","0<X<1",3,"male","none",4,"real estate",39,"stores","own",1,"skilled","1","yes","yes","good"
"4970","no checking",12,"critical","consumer goods",2625,"no known savings",">=7",2.96,"female","none",2,"real estate",38,"stores","own",2,"skilled","1","yes","yes","good"
"4971","<0",9,"critical","consumer goods",1138,"<100","1<=X<4",4,"male","none",4,"real estate",25,"stores","own",2,"unskilled resident","1","no","yes","good"
"4972","<0",18,"delayed previously","education",8471,"no known savings","1<=X<4",1,"female","none",2,"car",23,"stores","rent",2,"skilled","1","yes","yes","good"
"4973","<0",24,"taking credits","car purchase",2812,"no known savings",">=7",2,"female","none",4,"real estate",26,"stores","rent",1,"skilled","1","no","yes","good"
"4974","no checking",48,"critical","car purchase",2751,"no known savings",">=7",4,"male","none",4,"car",38,"stores","own",2,"skilled","2","yes","yes","good"
"4975","no checking",24,"taking credits","car purchase",3757,"<100",">=7",4,"female","co applicant",4,"unknown",62,"stores","for free",1,"skilled","1","yes","yes","good"
"4976","no checking",36,"critical","car purchase",5842,"<100",">=7",2,"male","none",2,"life insurance",35,"stores","own",2,"skilled","2","yes","yes","good"
"4977","0<=X<200",27,"taking credits","business",2528,"<100","0<X<1",4,"female","none",1,"life insurance",32,"stores","own",1,"skilled","2","yes","yes","good"
"4978","no checking",12,"taking credits","car purchase",3527,"no known savings","0<X<1",2,"male","none",3,"life insurance",45,"stores","own",1,"high qualified","2","yes","yes","good"
"4979","no checking",24,"taking credits","consumer goods",5511,"100<=X<500","1<=X<4",4,"male","none",1,"car",25,"stores","own",1,"skilled","1","no","yes","good"
"4980","no checking",18,"critical","car purchase",1028,"<100","1<=X<4",4,"female","none",3,"real estate",36,"stores","own",2,"skilled","1","no","yes","good"
"4981","no checking",48,"taking credits","consumer goods",10222,"no known savings","4<=X<7",4,"male","none",3,"car",37,"stores","own",1,"skilled","1","yes","yes","good"
"4982","no checking",9,"critical","car purchase",2134,"<100","1<=X<4",4,"male","none",4,"car",48,"stores","own",3,"skilled","1","yes","yes","good"
"4983","<0",48,"taking credits","car purchase",4788,"<100","4<=X<7",4,"male","none",3,"life insurance",26,"stores","own",1,"skilled","2","no","yes","good"
"4984","no checking",12,"critical","repairs",996,"no known savings","4<=X<7",4,"female","none",4,"real estate",23,"stores","own",2,"skilled","1","no","yes","good"
"4985","no checking",60,"taking credits","consumer goods",10144,"100<=X<500","4<=X<7",2,"female","none",4,"real estate",21,"stores","own",1,"skilled","1","yes","yes","good"
"4986","0<=X<200",12,"taking credits","consumer goods",1158,"500<=X<1000","1<=X<4",3,"male","none",1,"car",26,"stores","own",1,"skilled","1","yes","yes","good"
"4987","<0",6,"taking credits","consumer goods",428,"<100",">=7",2,"female","none",1,"life insurance",49,"bank","own",1,"skilled","1","yes","yes","good"
"4988","<0",18,"critical","consumer goods",1049,"<100","0<X<1",4,"female","none",4,"life insurance",21,"stores","rent",1,"skilled","1","no","yes","good"
"4989","no checking",12,"paid fully","consumer goods",2759,"<100",">=7",2,"male","none",4,"life insurance",34,"stores","own",2,"skilled","1","no","yes","good"
"4990","no checking",36,"paid fully","repairs",2613,"<100","1<=X<4",4,"male","none",2,"car",27,"stores","own",2,"skilled","1","no","yes","good"
"4991","no checking",21,"taking credits","consumer goods",2241,"<100",">=7",4,"male","none",2,"real estate",50,"stores","own",2,"skilled","1","no","yes","good"
"4992","no checking",60,"taking credits","consumer goods",10144,"100<=X<500","4<=X<7",2,"female","none",4,"real estate",21,"stores","own",1,"skilled","1","yes","yes","good"
"4993","0<=X<200",24,"critical","business",2825,"no known savings","4<=X<7",4,"male","none",3,"unknown",34,"stores","own",2,"skilled","2","yes","yes","good"
"4994","<0",30,"taking credits","consumer goods",2522,"<100",">=7",1,"male","guarantor",3,"life insurance",39,"stores","own",1,"skilled","2","no","yes","good"
"4995","<0",12,"taking credits","education",1200,"no known savings","1<=X<4",4,"female","none",4,"life insurance",23,"bank","rent",1,"skilled","1","yes","yes","good"
"4996","no checking",6,"taking credits","consumer goods",1766,"<100","1<=X<4",1,"male","none",2,"life insurance",21,"stores","rent",1,"skilled","1","no","yes","good"
"4997","no checking",6,"critical","car purchase",362,"100<=X<500","1<=X<4",4,"female","none",4,"car",52,"stores","own",2,"unskilled resident","1","no","yes","good"
"4998","<0",42,"taking credits","consumer goods",7882,"<100","4<=X<7",2,"male","guarantor",4,"life insurance",45,"stores","for free",1,"skilled","2","no","yes","good"
"4999",">=200",10,"taking credits","consumer goods",1225,"<100","1<=X<4",2,"male","none",2,"car",37,"stores","own",1,"skilled","1","yes","yes","good"
"5000",">=200",12,"taking credits","consumer goods",1424,"no known savings",">=7",3,"female","none",4,"real estate",55,"stores","own",1,"high qualified","1","yes","yes","good"
"5001","no checking",12,"critical","consumer goods",1935,"<100",">=7",4,"male","none",4,"real estate",43,"stores","own",3,"skilled","1","no","yes","good"
"5002","<0",24,"taking credits","car purchase",2812,"no known savings",">=7",2,"female","none",4,"real estate",26,"stores","rent",1,"skilled","1","no","yes","good"
"5003","no checking",24,"taking credits","consumer goods",2284,"<100","4<=X<7",4,"male","none",2,"car",28,"stores","own",1,"skilled","1","yes","yes","good"
"5004","no checking",15,"taking credits","consumer goods",1979,"no known savings",">=7",4,"male","none",2,"car",35,"stores","own",1,"skilled","1","no","yes","good"
"5005","no checking",12,"critical","business",1412,"<100","1<=X<4",4,"female","guarantor",2,"real estate",29,"stores","own",2,"high qualified","1","yes","yes","good"
"5006","no checking",10,"taking credits","car purchase",1418,"100<=X<500","1<=X<4",3,"male","none",2,"real estate",35,"stores","rent",1,"unskilled resident","1","no","no","good"
"5007","no checking",15,"critical","car purchase",5045,"no known savings",">=7",1,"female","none",4,"car",59,"stores","own",1,"skilled","1","yes","yes","good"
"5008","0<=X<200",13,"critical","consumer goods",882,"<100","0<X<1",4,"male","guarantor",4,"real estate",23,"stores","own",2,"skilled","1","no","yes","good"
"5009","<0",18,"taking credits","consumer goods",2659,">=1000","1<=X<4",4,"male","none",2,"car",28,"stores","own",1,"skilled","1","no","yes","good"
"5010","no checking",24,"taking credits","consumer goods",5511,"100<=X<500","1<=X<4",4,"male","none",1,"car",25,"stores","own",1,"skilled","1","no","yes","good"
"5011","<0",15,"taking credits","car purchase",2511,"<100","0",1,"female","none",4,"car",23,"stores","rent",1,"skilled","1","no","yes","good"
"5012","no checking",9,"taking credits","consumer goods",1313,"<100",">=7",1,"male","none",4,"car",20,"stores","own",1,"skilled","1","no","yes","good"
"5013","no checking",27,"taking credits","repairs",5190,"no known savings",">=7",4,"male","none",4,"life insurance",48,"stores","own",4,"skilled","2","yes","yes","good"
"5014","0<=X<200",24,"delayed previously","business",6967,"100<=X<500","4<=X<7",4,"male","none",4,"car",36,"stores","rent",1,"high qualified","1","yes","yes","good"
"5015","no checking",7,"critical","consumer goods",730,"no known savings",">=7",4,"male","none",2,"life insurance",46,"stores","rent",2,"unskilled resident","1","yes","yes","good"
"5016","no checking",30,"taking credits","consumer goods",1867,"no known savings",">=7",4,"male","none",4,"car",58,"stores","own",1,"skilled","1","yes","yes","good"
"5017","no checking",12,"critical","consumer goods",976,"no known savings",">=7",4,"male","none",4,"car",35,"stores","own",2,"skilled","1","no","yes","good"
"5018","no checking",36,"critical","consumer goods",9566,"<100","1<=X<4",2,"female","none",2,"car",31,"stores","own",2,"skilled","1","no","yes","good"
"5019","no checking",36,"taking credits","car purchase",8133,"<100","1<=X<4",1,"female","none",2,"life insurance",30,"bank","own",1,"skilled","1","no","yes","good"
"5020","<0",24,"critical","car purchase",2957,"<100",">=7",4,"male","none",4,"life insurance",63,"stores","own",2,"skilled","1","yes","yes","good"
"5021","no checking",9,"taking credits","consumer goods",1800,"100<=X<500","0<X<1",2,"female","none",1,"life insurance",22,"stores","rent",1,"skilled","1","no","yes","good"
"5022","<0",15,"critical","car purchase",2511,"<100","0",1,"female","none",4,"car",23,"stores","rent",1,"skilled","1","no","yes","good"
"5023","no checking",42,"taking credits","consumer goods",7166,"no known savings","4<=X<7",2,"male","none",4,"life insurance",32,"stores","rent",1,"skilled","1","yes","yes","good"
"5024","no checking",27,"delayed previously","car purchase",8613,">=1000","1<=X<4",2,"male","none",2,"car",27,"stores","own",2,"skilled","1","no","yes","good"
"5025","no checking",6,"paid fully","consumer goods",1750,"500<=X<1000",">=7",2,"male","none",4,"life insurance",45,"bank","own",1,"unskilled resident","2","no","yes","good"
"5026","no checking",15,"critical","consumer goods",1360,"<100","1<=X<4",4,"male","none",2,"life insurance",26,"stores","own",1,"skilled","1","no","yes","good"
"5027","0<=X<200",30,"taking credits","consumer goods",1715,"no known savings","1<=X<4",4,"female","none",1,"car",26,"stores","own",1,"skilled","1","no","yes","good"
"5028","no checking",24,"taking credits","consumer goods",1311,"100<=X<500","4<=X<7",4,"male","none",3,"life insurance",26,"stores","own",1,"skilled","1","yes","yes","good"
"5029","no checking",12,"critical","car purchase",682,"100<=X<500","4<=X<7",4,"female","none",3,"car",51,"stores","own",2,"skilled","1","yes","yes","good"
"5030","<0",18,"critical","consumer goods",1940,"<100","0<X<1",3,"male","co applicant",4,"unknown",36,"bank","for free",1,"high qualified","1","yes","yes","good"
"5031","no checking",10,"critical","consumer goods",2069,"no known savings","1<=X<4",2,"male","none",1,"car",29,"stores","own",2,"skilled","1","no","no","good"
"5032",">=200",12,"taking credits","consumer goods",2251,"<100","1<=X<4",1,"female","none",2,"car",46,"stores","own",1,"unskilled resident","1","no","yes","good"
"5033","0<=X<200",12,"taking credits","consumer goods",1155,"<100",">=7",3,"male","guarantor",3,"real estate",40,"bank","own",2,"unskilled resident","1","no","yes","good"
"5034","no checking",21,"critical","car purchase",3275,"<100",">=7",1,"male","none",4,"car",36,"stores","own",1,"high qualified","1","yes","yes","good"
"5035","no checking",4,"critical","consumer goods",1544,"<100","4<=X<7",2,"male","none",1,"real estate",42,"stores","own",3,"unskilled resident","2","no","yes","good"
"5036","<0",15,"taking credits","business",806,"<100","1<=X<4",4,"female","none",4,"life insurance",22,"stores","own",1,"unskilled resident","1","no","yes","good"
"5037","no checking",24,"critical","repairs",5507,"<100",">=7",3,"male","none",4,"unknown",44,"stores","for free",2,"skilled","1","no","yes","good"
"5038","no checking",11,"critical","consumer goods",1154,"100<=X<500","0",4,"female","none",4,"real estate",57,"stores","own",3,"unskilled resident","1","no","yes","good"
"5039","<0",12,"taking credits","consumer goods",708,"<100","1<=X<4",2,"male","guarantor",3,"life insurance",38,"stores","own",1,"unskilled resident","2","no","yes","good"
"5040","<0",9,"critical","repairs",1288,"100<=X<500",">=7",3,"male","guarantor",4,"real estate",48,"stores","own",2,"skilled","2","no","no","good"
"5041","0<=X<200",6,"critical","retraining",932,"no known savings","4<=X<7",1,"female","none",3,"life insurance",39,"stores","own",2,"unskilled resident","1","no","yes","good"
"5042","<0",15,"critical","consumer goods",1433,"<100","1<=X<4",4,"female","none",3,"life insurance",25,"stores","rent",2,"skilled","1","no","yes","good"
"5043",">=200",30,"critical","consumer goods",3017,"<100",">=7",4,"male","none",4,"life insurance",47,"stores","own",1,"skilled","1","no","yes","good"
"5044",">=200",12,"taking credits","consumer goods",1881,"<100","1<=X<4",2,"female","none",2,"car",44,"stores","rent",1,"unskilled resident","1","yes","yes","good"
"5045","<0",18,"taking credits","consumer goods",2389,"<100","0<X<1",4,"female","none",1,"car",27,"bank","own",1,"skilled","1","no","yes","good"
"5046","<0",30,"taking credits","car purchase",3857,"<100","1<=X<4",4,"male","none",4,"life insurance",40,"stores","own",1,"high qualified","1","yes","yes","good"
"5047","<0",9,"critical","consumer goods",1138,"<100","1<=X<4",4,"male","none",4,"real estate",25,"stores","own",2,"unskilled resident","1","no","yes","good"
"5048","no checking",15,"paid fully","consumer goods",1569,"100<=X<500",">=7",4,"male","none",4,"car",34,"bank","own",1,"unskilled resident","2","no","yes","good"
"5049",">=200",24,"taking credits","consumer goods",1258,"500<=X<1000","1<=X<4",3,"female","none",3,"car",57,"stores","own",1,"unskilled resident","1","no","yes","good"
"5050","no checking",12,"taking credits","consumer goods",804,"500<=X<1000",">=7",4,"male","none",4,"car",38,"stores","own",1,"skilled","1","no","yes","good"
"5051","no checking",12,"critical","business",1185,"<100","1<=X<4",3,"female","none",2,"real estate",27,"stores","own",2,"skilled","1","no","yes","good"
"5052","0<=X<200",6,"taking credits","repairs",454,"<100","0<X<1",3,"male","none",1,"life insurance",22,"stores","own",1,"unskilled resident","1","no","yes","good"
"5053","0<=X<200",24,"delayed previously","car purchase",1965,"no known savings","1<=X<4",4,"female","none",4,"car",42,"stores","rent",1,"skilled","1","yes","yes","good"
"5054","<0",6,"critical","consumer goods",338,"500<=X<1000",">=7",4,"male","none",4,"car",52,"stores","own",2,"skilled","1","no","yes","good"
"5055",">=200",18,"taking credits","consumer goods",3049,"<100","0<X<1",1,"female","none",1,"life insurance",45,"stores","own",1,"unskilled resident","1","no","yes","good"
"5056","no checking",21,"taking credits","car purchase",2476,"no known savings",">=7",4,"male","none",4,"real estate",46,"stores","own",1,"high qualified","1","yes","yes","good"
"5057","0<=X<200",18,"critical","business",3590,"<100","0",3,"male","none",3,"car",40,"stores","own",3,"unskilled foreign","2","yes","yes","good"
"5058","<0",30,"critical","car purchase",6187,"100<=X<500","4<=X<7",1,"male","none",4,"car",24,"stores","rent",2,"skilled","1","no","yes","good"
"5059","<0",8,"critical","other",1164,"<100",">=7",3,"male","none",4,"unknown",51,"bank","for free",2,"high qualified","2","yes","yes","good"
"5060","<0",24,"paid fully","car purchase",2325,"100<=X<500","4<=X<7",2,"male","none",3,"car",32,"bank","own",1,"skilled","1","no","yes","good"
"5061","<0",21,"taking credits","car purchase",3763,"no known savings","4<=X<7",2,"male","co applicant",2,"real estate",24,"stores","own",1,"unskilled resident","1","no","no","good"
"5062","no checking",24,"taking credits","consumer goods",3430,"500<=X<1000",">=7",3,"male","none",2,"car",31,"stores","own",1,"skilled","2","yes","yes","good"
"5063","<0",6,"taking credits","consumer goods",428,"<100",">=7",2,"female","none",1,"life insurance",49,"bank","own",1,"skilled","1","yes","yes","good"
"5064","no checking",6,"critical","consumer goods",1221,"no known savings","1<=X<4",1,"male","none",2,"life insurance",27,"stores","own",2,"skilled","1","no","yes","good"
"5065","no checking",24,"taking credits","car purchase",2255,"no known savings","0<X<1",3.49,"male","none",1,"life insurance",54,"stores","own",1,"skilled","1","no","yes","good"
"5066","<0",15,"critical","consumer goods",975,"<100","1<=X<4",2,"male","guarantor",3,"life insurance",25,"stores","own",2,"skilled","1","no","yes","good"
"5067","no checking",48,"delayed previously","consumer goods",12749,"500<=X<1000","4<=X<7",4,"female","none",1,"car",37,"stores","own",2,"high qualified","1","yes","yes","good"
"5068",">=200",24,"taking credits","consumer goods",3749,"<100","0<X<1",2,"female","none",4,"car",26,"stores","own",1,"skilled","1","no","yes","good"
"5069","no checking",28,"taking credits","car purchase",7824,"no known savings","0<X<1",3,"male","guarantor",4,"real estate",40,"bank","rent",2,"skilled","2","yes","yes","good"
"5070","0<=X<200",12,"taking credits","car purchase",2028,"no known savings","1<=X<4",4,"male","none",2,"car",30,"stores","own",1,"skilled","1","no","yes","good"
"5071","0<=X<200",18,"critical","consumer goods",6361,"<100",">=7",2,"male","none",1,"unknown",41,"stores","own",1,"skilled","1","yes","yes","good"
"5072","no checking",10,"taking credits","car purchase",1364,"<100","1<=X<4",2,"female","none",4,"car",64,"stores","own",1,"skilled","1","yes","yes","good"
"5073","no checking",24,"taking credits","car purchase",2679,"<100","0<X<1",4,"female","none",1,"unknown",29,"stores","own",1,"high qualified","1","yes","yes","good"
"5074","0<=X<200",9,"taking credits","car purchase",276,"<100","1<=X<4",4,"male","none",4,"real estate",22,"stores","rent",1,"unskilled resident","1","no","yes","good"
"5075","no checking",30,"critical","consumer goods",3077,"no known savings",">=7",3,"male","none",2,"car",40,"stores","own",2,"skilled","2","yes","yes","good"
"5076","0<=X<200",30,"taking credits","business",4221,"<100","1<=X<4",2,"female","none",1,"car",28,"stores","own",2,"skilled","1","no","yes","good"
"5077",">=200",18,"taking credits","car purchase",1961,"<100",">=7",3,"female","none",2,"car",23,"stores","own",1,"high qualified","1","no","yes","good"
"5078","<0",24,"critical","car purchase",6419,"<100",">=7",2,"female","none",4,"unknown",44,"stores","for free",2,"high qualified","2","yes","yes","good"
"5079","no checking",54,"paid fully","car purchase",9436,"no known savings","1<=X<4",2,"male","none",2,"life insurance",39,"stores","own",1,"unskilled resident","2","no","yes","good"
"5080","no checking",11,"taking credits","business",2142,">=1000",">=7",1,"male","none",2,"real estate",28,"stores","own",1,"skilled","1","yes","yes","good"
"5081","no checking",30,"critical","consumer goods",6742,"no known savings","4<=X<7",2,"male","none",3,"life insurance",36,"stores","own",2,"skilled","1","no","yes","good"
"5082","no checking",24,"taking credits","consumer goods",1533,"<100","0<X<1",4,"female","none",3,"car",38,"stores","own",1,"skilled","1","yes","yes","good"
"5083","no checking",6,"taking credits","car purchase",1236,"500<=X<1000","1<=X<4",2,"male","none",4,"life insurance",50,"stores","rent",1,"skilled","1","no","yes","good"
"5084","<0",18,"paid fully","business",3104,"<100","4<=X<7",3,"male","none",1,"life insurance",31,"bank","own",1,"skilled","1","yes","yes","good"
"5085","<0",24,"critical","business",1382,"100<=X<500","4<=X<7",4,"male","none",1,"real estate",26,"stores","own",2,"skilled","1","yes","yes","good"
"5086","0<=X<200",48,"taking credits","other",5381,"no known savings","0",3,"male","none",4,"unknown",40,"bank","for free",1,"unskilled foreign","1","yes","yes","good"
"5087","0<=X<200",12,"taking credits","consumer goods",2930,"<100","4<=X<7",2,"female","none",1,"real estate",27,"stores","own",1,"skilled","1","no","yes","good"
"5088","no checking",12,"taking credits","consumer goods",1574,"<100","1<=X<4",4,"male","none",2,"real estate",50,"stores","own",1,"skilled","1","no","yes","good"
"5089","0<=X<200",9,"critical","consumer goods",1919,"<100","4<=X<7",4,"male","none",3,"car",35,"stores","rent",1,"skilled","1","yes","yes","good"
"5090","no checking",15,"critical","car purchase",1055,"<100","0<X<1",4,"female","none",1,"life insurance",30,"stores","own",2,"skilled","1","no","yes","good"
"5091","no checking",24,"critical","consumer goods",5150,"<100",">=7",4,"male","none",4,"car",33,"stores","own",1,"skilled","1","yes","yes","good"
"5092","no checking",10,"taking credits","car purchase",1287,"no known savings",">=7",4,"male","co applicant",2,"life insurance",45,"stores","own",1,"skilled","1","no","no","good"
"5093","0<=X<200",36,"paid fully","consumer goods",3990,"no known savings","0<X<1",3,"female","none",2,"unknown",29,"bank","own",1,"unskilled foreign","1","no","yes","good"
"5094","no checking",27,"critical","consumer goods",4526,">=1000","0<X<1",4,"male","none",2,"real estate",32,"stores","own",2,"unskilled resident","2","no","yes","good"
"5095",">=200",12,"taking credits","consumer goods",1881,"<100","0<X<1",2,"female","none",2,"car",44,"stores","rent",1,"unskilled resident","1","yes","yes","good"
"5096","no checking",12,"critical","car purchase",1255,"<100",">=7",4,"male","none",4,"real estate",61,"stores","own",2,"unskilled resident","1","no","yes","good"
"5097","no checking",12,"critical","consumer goods",1592,">=1000","4<=X<7",3,"female","none",2,"life insurance",35,"stores","own",1,"skilled","1","no","no","good"
"5098","no checking",10,"taking credits","car purchase",2848,"100<=X<500","1<=X<4",1,"male","co applicant",2,"real estate",32,"stores","own",1,"skilled","2","no","yes","good"
"5099","no checking",36,"delayed previously","consumer goods",7678,"500<=X<1000","4<=X<7",2,"female","none",4,"car",40,"stores","own",2,"skilled","1","yes","yes","good"
"5100","<0",6,"critical","car purchase",3676,"<100","1<=X<4",1,"male","none",3,"real estate",37,"stores","rent",3,"skilled","2","no","yes","good"
"5101","no checking",24,"taking credits","car purchase",2679,"<100","0<X<1",4,"female","none",1,"unknown",29,"stores","own",1,"skilled","1","yes","yes","good"
"5102","0<=X<200",24,"taking credits","car purchase",2760,"no known savings",">=7",4,"male","none",4,"unknown",36,"bank","for free",1,"skilled","1","yes","yes","good"
"5103","<0",24,"taking credits","car purchase",2812,"no known savings",">=7",2,"female","none",4,"real estate",26,"stores","rent",1,"skilled","1","no","yes","good"
"5104","no checking",30,"delayed previously","business",4272,"100<=X<500","1<=X<4",2,"male","none",2,"life insurance",26,"stores","own",2,"unskilled resident","1","no","yes","good"
"5105","<0",15,"delayed previously","consumer goods",3643,"<100",">=7",1,"female","none",4,"life insurance",27,"stores","own",2,"unskilled resident","1","no","yes","good"
"5106","0<=X<200",12,"taking credits","business",841,"100<=X<500","4<=X<7",2,"female","none",4,"real estate",23,"stores","rent",1,"unskilled resident","1","no","yes","good"
"5107","0<=X<200",6,"taking credits","consumer goods",484,"<100","4<=X<7",3,"male","guarantor",3,"real estate",28,"bank","own",1,"unskilled resident","1","no","yes","good"
"5108","0<=X<200",12,"critical","car purchase",2366,"500<=X<1000","4<=X<7",3,"male","none",3,"car",36,"stores","own",1,"high qualified","1","yes","yes","good"
"5109","no checking",18,"critical","consumer goods",1800,"<100","1<=X<4",4,"male","none",2,"car",24,"stores","own",2,"skilled","1","no","yes","good"
"5110","0<=X<200",48,"paid fully","car purchase",12169,"no known savings","0",4,"male","co applicant",4,"unknown",36,"stores","for free",1,"high qualified","1","yes","yes","good"
"5111","no checking",24,"critical","consumer goods",1585,"<100","4<=X<7",4,"male","none",3,"life insurance",40,"stores","own",2,"skilled","1","no","yes","good"
"5112","no checking",9,"taking credits","education",3832,"no known savings",">=7",1,"male","none",4,"real estate",64,"stores","own",1,"unskilled resident","1","no","yes","good"
"5113",">=200",12,"taking credits","consumer goods",1474,"<100","0<X<1",4,"female","none",1,"life insurance",33,"bank","own",1,"high qualified","1","yes","yes","good"
"5114","no checking",12,"critical","business",1264,"no known savings",">=7",4,"male","none",4,"unknown",57,"stores","rent",1,"unskilled resident","1","no","yes","good"
"5115","no checking",24,"critical","car purchase",2022,"<100","1<=X<4",4,"female","none",4,"car",37,"stores","own",1,"skilled","1","yes","yes","good"
"5116","0<=X<200",20,"paid fully","car purchase",6148,"100<=X<500",">=7",3,"male","none",4,"car",31,"bank","own",2,"skilled","1","yes","yes","good"
"5117","no checking",33,"critical","car purchase",7253,"<100","4<=X<7",3,"male","none",2,"car",35,"stores","own",2,"high qualified","1","yes","yes","good"
"5118","no checking",18,"taking credits","business",1950,"<100","4<=X<7",4,"male","none",1,"car",34,"stores","own",2,"skilled","1","yes","yes","good"
"5119","0<=X<200",18,"taking credits","consumer goods",2885,"<100","4<=X<7",2,"female","none",4,"real estate",40,"stores","rent",1,"skilled","1","no","yes","good"
"5120",">=200",6,"critical","education",1047,"<100","1<=X<4",2,"female","none",4,"life insurance",50,"stores","own",1,"unskilled resident","1","no","yes","good"
"5121","no checking",15,"paid fully","consumer goods",1569,"100<=X<500",">=7",4,"male","none",4,"car",34,"bank","own",1,"unskilled resident","2","no","yes","good"
"5122","0<=X<200",30,"paid fully","business",4221,"<100","1<=X<4",2,"female","none",1,"car",28,"stores","own",2,"skilled","1","no","yes","good"
"5123","0<=X<200",6,"taking credits","consumer goods",368,"no known savings",">=7",4,"male","none",4,"life insurance",38,"stores","own",1,"skilled","1","no","yes","good"
"5124","no checking",12,"critical","consumer goods",618,"<100",">=7",4,"male","none",4,"real estate",56,"stores","own",1,"skilled","1","no","yes","good"
"5125","0<=X<200",12,"taking credits","consumer goods",2930,"<100","4<=X<7",2,"female","none",1,"real estate",27,"stores","own",1,"skilled","1","no","yes","good"
"5126","no checking",12,"critical","car purchase",926,"<100","0",1,"female","none",2,"life insurance",38,"stores","own",1,"unskilled foreign","1","no","yes","good"
"5127","no checking",27,"taking credits","repairs",5190,"no known savings",">=7",4,"male","none",4,"life insurance",48,"stores","own",4,"skilled","2","yes","yes","good"
"5128","<0",15,"critical","consumer goods",1433,"<100","1<=X<4",4,"female","none",3,"life insurance",25,"stores","rent",2,"skilled","1","no","yes","good"
"5129","<0",20,"critical","consumer goods",4272,"<100",">=7",1,"female","none",4,"life insurance",24,"stores","own",2,"skilled","1","no","yes","good"
"5130","no checking",27,"critical","car purchase",8613,">=1000","1<=X<4",2,"male","none",2,"car",27,"stores","own",2,"skilled","1","no","yes","good"
"5131","no checking",48,"critical","business",7629,"no known savings",">=7",4,"male","none",2,"car",46,"bank","own",2,"high qualified","2","no","yes","good"
"5132","no checking",15,"taking credits","consumer goods",1979,"no known savings",">=7",4,"male","none",2,"car",37,"stores","own",1,"skilled","1","no","yes","good"
"5133","0<=X<200",45,"critical","car purchase",4576,"100<=X<500","0",3,"male","none",4,"car",27,"stores","own",1,"skilled","1","no","yes","good"
"5134","0<=X<200",42,"paid fully","car purchase",9283,"<100","0",1,"male","none",2,"unknown",55,"bank","for free",1,"high qualified","1","yes","yes","good"
"5135","no checking",12,"critical","consumer goods",1258,"<100","0<X<1",2,"female","none",4,"life insurance",22,"stores","rent",2,"unskilled resident","1","no","yes","good"
"5136","<0",24,"taking credits","consumer goods",3021,"<100","1<=X<4",2,"male","none",2,"real estate",24,"stores","rent",1,"unskilled resident","1","no","yes","good"
"5137","no checking",6,"taking credits","car purchase",1774,"500<=X<1000","1<=X<4",2,"male","none",4,"life insurance",50,"stores","rent",1,"skilled","1","no","yes","good"
"5138","no checking",24,"critical","consumer goods",2028,"<100","4<=X<7",2,"male","none",2,"life insurance",30,"stores","own",2,"unskilled resident","1","no","yes","good"
"5139","<0",24,"critical","car purchase",6615,"<100","0",2,"male","none",4,"unknown",75,"stores","for free",2,"high qualified","1","yes","yes","good"
"5140","no checking",24,"taking credits","consumer goods",2835,"500<=X<1000",">=7",3,"male","none",3,"life insurance",53,"stores","own",1,"skilled","1","no","yes","good"
